Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
6321832,"The Faithful Spy (John Wells, #1)",Alex Berenson,"Berenson, Alex",,"=""""","=""""",5,4.02,Random House ,Kindle Edition,352,2006,2006,2021/06/16,2021/05/24,,,read,,,,1,0
4798028,"Enough: True Measures of Money, Business, and Life",John C. Bogle,"Bogle, John C.",William Jefferson Clinton,"=""0470398515""","=""9780470398517""",0,3.70,Wiley,Hardcover,288,2008,2008,,2021/06/10,to-read,to-read (#387),to-read,,,,0,0
28187226,Chasing Shadows (Sekret Machines #1),Tom DeLonge,"DeLonge, Tom",A.J. Hartley,"=""1943272158""","=""9781943272150""",5,4.18,To the Stars,Hardcover,680,2016,2016,,2021/05/23,,,read,,,,1,0
40888428,"Delta-V (Delta-v, #1)",Daniel Suarez,"Suarez, Daniel",,"=""1524742422""","=""""",0,4.16,Dutton,Kindle Edition,447,2019,2019,2021/05/23,2021/03/17,abandoned,abandoned (#27),read,,,,1,0
41947741,A Fire Within (Sekret Machines #2),Tom DeLonge,"DeLonge, Tom",A.J. Hartley,"=""""","=""""",5,4.01,To The Stars...,Kindle Edition,879,2018,2018,2021/05/22,2021/05/22,,,read,,,,1,0
40180098,The Overstory,Richard Powers,"Powers, Richard",,"=""039335668X""","=""9780393356687""",0,4.12,W.W. Norton & Company,Paperback,502,2019,2018,,2021/04/25,to-read,to-read (#385),to-read,,,,0,0
281123,Softwar: An Intimate Portrait of Larry Ellison and Oracle,Matthew Symonds,"Symonds, Matthew",Larry Ellison,"=""0743225058""","=""9780743225052""",0,3.75,Simon & Schuster,Paperback,528,2004,2003,,2021/04/19,to-read,to-read (#384),to-read,,,,0,0
34153598,"For We Are Many (Bobiverse, #2)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",0,4.37,Worldbuilders Press,Kindle Edition,384,2017,2017,2021/04/17,2021/03/23,,,read,,,,1,0
7936425,More Money Than God: Hedge Funds and the Making of a New Elite,Sebastian Mallaby,"Mallaby, Sebastian",,"=""1594202559""","=""9781594202551""",0,4.09,Penguin Press,Hardcover,496,2010,2010,,2021/04/10,to-read,to-read (#383),to-read,,,,0,0
33,The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",0,4.52,Houghton Mifflin Harcourt,Paperback,1216,2005,1955,,2021/03/26,to-read,to-read (#382),to-read,,,,0,0
34817927,"Star Wars: From a Certain Point of View (From a Certain Point of View, #1)",Elizabeth Schaefer,"Schaefer, Elizabeth","Ben Acker, Tom Angleberger, Jonathan        Davis, Ben Blacker, Janina Gavankar, Jeffrey Brown, Jon Hamm, Jason Fry, Neil Patrick Harris, Christie Golden, January LaVoy, Saskia Maarleveld, Pierce Brown, Carol Monda, Ashley Eckstein, Mur Lafferty, Marc Thompson, Ken Liu, Griffin McElroy, John Jackson Miller, Kelly Sue DeConnick, Nnedi Okorafor, Daniel José Older, Ian Doescher, Mallory Ortberg, Madeleine Roux, Gary D. Schmidt, Matt Fraction, Cavan Scott, Sabaa Tahir, Kieron Gillen, Glen Weldon, Chuck Wendig, Gary Whitta, Meg Cabot, Pablo Hidalgo, Adam Christopher, Rae Carson, Zoraida Córdova, Delilah S. Dawson, Paul Dini, Alexander Freed, Claudia Gray, Paul S. Kemp, Elizabeth Wein, Beth Revis, Greg Rucka, Charles Soule, Wil Wheaton, Renée Ahdieh","=""0345511476""","=""9780345511478""",0,3.94,Del Rey,Hardcover,477,2017,2017,,2021/03/25,to-read,to-read (#381),to-read,,,,0,0
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",5,4.28,Worldbuilders Press,Kindle Edition,383,2016,2016,2021/03/23,2019/12/12,,,read,,,,1,0
1069827,Release It!: Design and Deploy Production-Ready Software (Pragmatic Programmers),Michael T. Nygard,"Nygard, Michael T.",,"=""9787392136""","=""9789787392133""",0,4.26,"Pragmatic Bookshelf, The",Paperback,350,2017,2007,,2021/03/18,to-read,to-read (#380),to-read,,,,0,0
13614182,Profession,Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",0,4.48,Street & Smith,Paperback,58,1957,1957,,2021/03/15,to-read,to-read (#379),to-read,,,,0,0
55361205,A Promised Land,Barack Obama,"Obama, Barack",,"=""""","=""""",0,4.34,Crown,Kindle Edition,768,2020,2020,2021/03/15,2021/01/19,abandoned,abandoned (#26),read,,,,1,0
142292,My Stroke of Insight: A Brain Scientist's Personal Journey,Jill Bolte Taylor,"Taylor, Jill Bolte",,"=""1430300612""","=""9781430300618""",0,3.91,Lulu.com,Paperback,181,2006,2006,,2021/03/15,to-read,to-read (#378),to-read,,,,0,0
53402132,Liftoff: Elon Musk and the Desperate Early Days That Launched SpaceX,Eric  Berger,"Berger, Eric",,"=""0062979973""","=""9780062979971""",0,4.48,William Morrow,Hardcover,288,2021,2021,,2021/03/08,to-read,to-read (#377),to-read,,,,0,0
40611463,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,"Auel, Jean M.",,"=""""","=""""",0,4.09,Bantam ,Kindle Edition,516,2016,1980,,2021/02/27,to-read,to-read (#376),to-read,,,,0,0
52098718,Why We're Polarized,Ezra Klein,"Klein, Ezra",,"=""147670032X""","=""9781476700328""",0,4.23,Avid Reader Press / Simon  Schuster,Hardcover,336,2020,2020,,2021/02/10,to-read,to-read (#375),to-read,,,,0,0
38651604,The Ape that Understood the Universe: How the Mind and Culture Evolve,Steve Stewart-Williams,"Stewart-Williams, Steve",,"=""1108425046""","=""9781108425049""",0,4.25,Cambridge University Press,Hardcover,378,2018,2018,,2021/02/10,to-read,to-read (#374),to-read,,,,0,0
8857310,Unfamiliar Fishes,Sarah Vowell,"Vowell, Sarah",,"=""1594487871""","=""9781594487873""",0,3.63,Riverhead Books,Hardcover,238,2011,2011,,2021/01/31,to-read,to-read (#373),to-read,,,,0,0
41317431,A Template for Understanding Big Debt Crises,Ray Dalio,"Dalio, Ray",,"=""1732689849""","=""""",0,4.36,Bridgewater,Kindle Edition,456,2018,2018,,2021/01/23,to-read,to-read (#372),to-read,,,,0,0
18875869,The Beach,Alex Garland,"Garland, Alex",,"=""""","=""""",0,3.97,Riverhead Books,Kindle Edition,436,2005,1996,2021/01/19,2020/03/24,,,read,,,,1,0
33283840,Your Brain is a Time Machine: The Neuroscience and Physics of Time,Dean Buonomano,"Buonomano, Dean",,"=""""","=""""",3,3.90,W. W. Norton & Company,Kindle Edition,305,2017,2017,2021/01/19,2020/10/02,,,read,,,,1,0
53710805,The Parasitic Mind: How Infectious Ideas Are Killing Common Sense,Gad Saad,"Saad, Gad",,"=""""","=""""",0,3.93,Regnery Publishing,Kindle Edition,255,2020,2020,2021/01/19,2020/10/16,,,read,,,,1,0
36642458,"Skyward (Skyward, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473217857""","=""9781473217850""",0,4.49,Gollancz,Hardcover,513,2018,2018,2021/01/19,2020/10/01,,,read,,,,1,0
6563914,The Diamond Age,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.16,Spectra,Kindle Edition,512,2003,1995,2021/01/19,2016/02/14,,,read,,,,1,0
50349500,The Immortality Key: The Secret History of the Religion with No Name,Brian C. Muraresku,"Muraresku, Brian C.",Graham Hancock,"=""""","=""""",4,4.28,St. Martin's Press,Kindle Edition,503,2020,2020,2021/01/19,2020/10/24,,,read,,,,1,0
530415,The Art of Doing Science and Engineering: Learning to Learn,Richard Hamming,"Hamming, Richard",,"=""9056995014""","=""9789056995010""",0,4.18,CRC Press,Paperback,376,1997,1996,,2021/01/18,to-read,to-read (#371),to-read,,,,0,0
867247,A Book of Five Rings: The Classic Guide to Strategy,Miyamoto Musashi,"Musashi, Miyamoto","Victor Harris, Lew Hartman","=""0517415283""","=""9780517415283""",0,3.98,Gramercy,Hardcover,192,1988,1645,,2021/01/13,to-read,to-read (#370),to-read,,,,0,0
35734858,The Meaning Revolution: The Power of Transcendent Leadership,Fred Kofman,"Kofman, Fred",,"=""1524783617""","=""9781524783617""",0,4.37,Books on Tape,Audio CD,,2018,2018,,2021/01/08,to-read,to-read (#369),to-read,,,,0,0
10009377,The 12 Week Year,Brian P. Moran,"Moran, Brian P.",Michael Lennington,"=""""","=""2940012026620""",0,3.90,SB Press LLC.,Nook,208,2009,2009,,2020/12/31,to-read,to-read (#368),to-read,,,,0,0
28148897,Fearless Salary Negotiation: A step-by-step guide to getting paid what you're worth,Josh Doody,"Doody, Josh",,"=""""","=""""",0,3.69,Josh Doody,Kindle Edition,175,2015,,,2020/12/31,to-read,to-read (#367),to-read,,,,0,0
53387955,One Life,Megan Rapinoe,"Rapinoe, Megan",Emma Brockes,"=""1984881167""","=""9781984881168""",0,4.21,Penguin Press,Hardcover,224,2020,2020,,2020/12/22,to-read,to-read (#366),to-read,,,,0,0
823,"Quicksilver (The Baroque Cycle, #1)",Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,3.91,HarperCollins Perennial,Paperback,927,2004,2003,,2020/12/07,to-read,to-read (#365),to-read,,,,0,0
50489373,Sid Meier's Memoir!: A Life in Computer Games,Sid Meier,"Meier, Sid",,"=""1324005874""","=""9781324005872""",0,4.18,W. W. Norton & Company,Hardcover,286,2020,2020,,2020/12/03,to-read,to-read (#364),to-read,,,,0,0
304444,Creation: Life and How to Make It,Steve Grand,"Grand, Steve",,"=""0674011139""","=""9780674011137""",0,4.06,Harvard University Press,Paperback,240,2003,2000,,2020/11/10,to-read,to-read (#363),to-read,,,,0,0
38813815,Kolyma Stories,Varlam Shalamov,"Shalamov, Varlam",Donald Rayfield,"=""1681372150""","=""9781681372150""",0,4.50,New York Review of Books,ebook,1660,2018,2015,,2018/07/04,to-read,to-read (#263),to-read,,,,0,0
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",0,4.05,Penguin Press,Hardcover,246,2019,2019,,2020/10/20,to-read,to-read (#362),to-read,,,,0,0
49247266,To Hold Up the Sky,Liu Cixin,"Cixin, Liu",,"=""1250306086""","=""9781250306081""",0,3.82,Tor Books,Hardcover,336,2020,2020,,2020/10/20,to-read,to-read (#361),to-read,,,,0,0
9530,Shadow Divers,Robert Kurson,"Kurson, Robert",,"=""""","=""""",0,4.34,Random House,Hardcover,335,2004,2004,,2020/10/10,to-read,to-read (#360),to-read,,,,0,0
55059736,Adaptation under Fire: How Militaries Change in Wartime,David Barno,"Barno, David",Nora Bensahel,"=""0190672072""","=""9780190672072""",0,4.22,Oxford University Press,Kindle Edition,438,2020,2020,,2020/10/09,to-read,to-read (#359),to-read,,,,0,0
16130,Alexander Hamilton,Ron Chernow,"Chernow, Ron",,"=""""","=""""",0,4.22,Penguin Books,Paperback,818,2005,2004,,2020/10/01,to-read,to-read (#358),to-read,,,,0,0
241823,Women Who Run With the Wolves,Clarissa Pinkola Estés,"Estés, Clarissa Pinkola",,"=""0345409876""","=""9780345409874""",0,4.13,Ballantine Books,Paperback,537,1995,1992,,2020/10/01,to-read,to-read (#357),to-read,,,,0,0
880072,Some Experiences of an Irish R.M.,Edith Œnone Somerville,"Somerville, Edith Œnone",Martin Ross,"=""1879941406""","=""9781879941403""",0,3.77,J.S. Sanders Books,Paperback,288,1998,1899,,2020/09/19,to-read,to-read (#356),to-read,,,,0,0
44333183,The Unicorn Project,Gene Kim,"Kim, Gene",,"=""1942788762""","=""9781942788768""",0,4.09,IT Revolution Press,Hardcover,352,2019,2019,,2020/09/13,to-read,to-read (#355),to-read,,,,0,0
49099937,No Rules Rules: Netflix and the Culture of Reinvention,Reed Hastings,"Hastings, Reed",Erin Meyer,"=""0593152387""","=""9780593152386""",0,4.29,Random House Large Print,Paperback,464,2020,2020,,2020/09/13,to-read,to-read (#354),to-read,,,,0,0
22752442,"Area X: The Southern Reach Trilogy (Southern Reach, #1-3)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374261172""","=""9780374261177""",0,3.84,FSG Originals,Hardcover,595,2014,2014,,2020/09/09,to-read,to-read (#353),to-read,,,,0,0
3398625,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,"Grann, David",,"=""0385513534""","=""9780385513531""",0,3.87,Doubleday/Random House (NY),Hardcover,339,2009,2009,,2020/09/09,to-read,to-read (#352),to-read,,,,0,0
399136,Imagined Communities: Reflections on the Origin and Spread of Nationalism,Benedict Anderson,"Anderson, Benedict",,"=""0860915468""","=""9780860915461""",0,4.11,Verso/New Left Books Ltd.,Paperback,224,1991,1983,,2020/09/09,to-read,to-read (#351),to-read,,,,0,0
20186,Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,James C. Scott,"Scott, James C.",,"=""0300078153""","=""9780300078152""",0,4.20,Yale University Press,Paperback,445,1998,1998,,2020/09/09,to-read,to-read (#350),to-read,,,,0,0
10767816,Ghost on the Throne: The Death of Alexander the Great and the War for Crown and Empire,James Romm,"Romm, James",,"=""0307271641""","=""9780307271648""",0,4.27,Alfred A. Knopf,Hardcover,341,2011,2011,,2020/09/09,to-read,to-read (#349),to-read,,,,0,0
688663,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution: A Cookbook",Alice Waters,"Waters, Alice","Patricia Curtan, Kelsie Kerr, Fritz Streiff","=""0307336794""","=""9780307336798""",0,3.92,Clarkson Potter,Hardcover,405,2007,2007,,2020/09/09,to-read,to-read (#348),to-read,,,,0,0
7821348,Reality is Broken: Why Games Make Us Better and How They Can Change the World,Jane McGonigal,"McGonigal, Jane",,"=""0224089250""","=""9780224089258""",0,3.80,Jonathan Cape,Paperback,354,2011,2010,,2020/09/09,to-read,to-read (#347),to-read,,,,0,0
2602190,"The Wisdom of Whores: Bureaucrats, Brothels, and the Business of AIDS",Elizabeth Pisani,"Pisani, Elizabeth",,"=""0393066622""","=""9780393066623""",0,4.12,W. W. Norton & Company,Hardcover,400,2008,2008,,2020/09/09,to-read,to-read (#346),to-read,,,,0,0
100834,"A World Undone: The Story of the Great War, 1914 to 1918",G.J. Meyer,"Meyer, G.J.",,"=""0553803549""","=""9780553803549""",0,4.35,Delacorte Press,Hardcover,704,2006,2006,,2020/09/09,to-read,to-read (#345),to-read,,,,0,0
43306206,"The Courage to Be Disliked: How to Free Yourself, Change your Life and Achieve Real Happiness",Ichiro Kishimi,"Kishimi, Ichiro",Fumitake Koga,"=""""","=""""",0,4.04,Allen & Unwin,Paperback,288,2019,2013,,2020/08/28,to-read,to-read (#344),to-read,,,,0,0
277641,The Body Electric: Electromagnetism and the Foundation of Life,Robert O. Becker,"Becker, Robert O.","Gary Selden, Maria D. Guarnaschelli","=""0688069711""","=""9780688069711""",0,4.23,William Morrow Paperbacks,Paperback,368,1998,1985,,2020/08/28,to-read,to-read (#343),to-read,,,,0,0
29946,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,"Bach, Richard",حورزاد صالحی,"=""""","=""""",0,4.15,Arrow Books,Paperback,144,2001,1977,,2020/08/24,to-read,to-read (#342),to-read,,,,0,0
26716983,The Song Machine: Inside the Hit Factory,John Seabrook,"Seabrook, John",,"=""""","=""""",0,3.93,W. W. Norton & Company,Kindle Edition,362,2015,2015,,2020/08/03,abandoned,abandoned (#25),read,,,,1,0
1225914,TELECOSM: How Infinite Bandwidth will Revolutionize Our World,George Gilder,"Gilder, George",,"=""0684809303""","=""9780684809304""",0,3.65,Free Press,Hardcover,368,2000,1996,,2020/08/24,to-read,to-read (#341),to-read,,,,0,0
42863110,Cult of the Dead Cow: How the Original Hacking Supergroup Might Just Save the World,Joseph Menn,"Menn, Joseph",,"=""1541762371""","=""""",0,3.75,PublicAffairs,Kindle Edition,251,2019,2019,2020/08/17,2020/05/28,abandoned,abandoned (#24),read,,,,1,0
20018054,Operation Paperclip: The Secret Intelligence Program that Brought Nazi Scientists to America,Annie Jacobsen,"Jacobsen, Annie",,"=""""","=""""",0,4.11,"Little, Brown and Company",Kindle Edition,747,2014,2014,2020/08/17,2020/06/03,abandoned,abandoned (#23),read,,,,1,0
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",0,4.26,Small Beer Press,ebook,281,2010,2002,,2020/03/12,to-read,to-read (#340),to-read,,,,0,0
15499449,Game Programming Patterns,Robert Nystrom,"Nystrom, Robert",,"=""1430231505""","=""9781430231509""",0,4.49,Genever Benning,Paperback,300,2011,2011,,2020/06/29,to-read,to-read (#339),to-read,,,,0,0
49176,Games People Play,Eric Berne,"Berne, Eric",,"=""0345032799""","=""9780345032799""",3,3.75,Penguin,Mass Market Paperback,192,1964,1964,,2020/04/27,,,read,,,,1,0
2741559,Tribal Leadership: Leveraging Natural Groups to Build a Thriving Organization,Dave Logan,"Logan, Dave","John King, Halee Fischer-Wright","=""0061251305""","=""9780061251306""",5,3.98,Harper Business,Hardcover,320,2008,2008,,2018/08/07,,,read,,,,1,0
41552709,The Uninhabitable Earth: Life After Warming,David Wallace-Wells,"Wallace-Wells, David",,"=""0525576703""","=""9780525576709""",4,4.02,Tim Duggan Books,Hardcover,310,2019,2019,,2019/01/13,,,read,,,,1,0
21944938,Adventures in the Anthropocene: A Journey to the Heart of the Planet We Made,Gaia Vince,"Vince, Gaia",,"=""1571313575""","=""9781571313577""",3,4.06,Milkweed Editions,Hardcover,448,2014,2014,,2020/08/17,,,read,,,,1,0
36026834,My Morning Routine: How Successful People Start Every Day Inspired,Benjamin Spall,"Spall, Benjamin",Michael Xander,"=""0735220271""","=""9780735220270""",3,3.54,Portfolio,Hardcover,288,2018,2018,,2018/05/21,,,read,,,,1,0
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""9780062301239""",3,4.19,Ecco,Hardcover,392,2015,2015,,2020/06/10,,,read,,,,1,0
6452798,"Command and Control: Nuclear Weapons, the Damascus Accident, and the Illusion of Safety (ALA Notable Books for Adults)",Eric Schlosser,"Schlosser, Eric",,"=""1594202273""","=""9781594202278""",0,4.25,Penguin Books,Hardcover,656,2013,2013,,2018/07/02,,,read,,,,1,0
25241317,Black Flags: The Rise of ISIS,Joby Warrick,"Warrick, Joby",,"=""0385538227""","=""9780385538220""",0,4.32,Doubleday,ebook,368,2015,2016,,2018/05/12,,,read,,,,1,0
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400067820""","=""9781400067824""",0,4.09,Random House,Hardcover,426,2012,2012,,2018/07/22,,,read,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""0735211302""","=""""",3,4.37,Avery,Kindle Edition,319,2018,2018,,2020/03/01,,,read,,,,1,0
28116739,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",Peter Godfrey-Smith,"Godfrey-Smith, Peter",,"=""0374227764""","=""9780374227760""",4,3.88,"Farrar, Straus and Giroux",Hardcover,257,2016,2016,2020/08/16,2018/05/10,,,read,,,roshan,1,0
30841977,Deadliest Enemy: Our War Against Killer Germs,Michael T. Osterholm,"Osterholm, Michael T.",Mark Olshaker,"=""0316343692""","=""9780316343695""",3,4.34,"Little, Brown Spark",Hardcover,352,2017,2017,,2020/08/17,,,read,,,,1,0
8907702,WAY OF THE PEACEFUL WARRIOR: A Book That Changes Lives,Dan Millman,"Millman, Dan",,"=""""","=""""",4,4.13,,Kindle Edition,242,,1980,2020/08/17,2020/08/02,,,read,,,,1,0
31675326,Ball Lightning,Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""0765394081""","=""9780765394088""",5,3.77,Tor Books,ebook,352,2018,2004,,2018/10/13,,,read,,,,1,0
36382335,"Valley of Genius: The Uncensored History of Silicon Valley (As Told by the Hackers, Founders, and Freaks Who Made It Boom)",Adam  Fisher,"Fisher, Adam",,"=""1455559024""","=""9781455559022""",0,4.10,Twelve,Hardcover,512,2018,2018,,2020/08/10,to-read,to-read (#338),to-read,,,,0,0
412732,The Dharma Bums,Jack Kerouac,"Kerouac, Jack",,"=""""","=""""",0,3.93,Penguin Books,Paperback,244,1986,1958,,2020/08/02,to-read,to-read (#337),to-read,,,,0,0
29948,The Bridge Across Forever: A True Love Story,Richard Bach,"Bach, Richard",,"=""0061148482""","=""9780061148484""",0,3.87,William Morrow Paperbacks,Paperback,400,2006,1982,,2020/08/02,to-read,to-read (#336),to-read,,,,0,0
4004,The Pilgrimage,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0722534876""","=""9780722534878""",0,3.65,Thorsons,Paperback,226,1997,1987,,2020/08/02,to-read,to-read (#335),to-read,,,,0,0
32349,Mutant Message Down Under,Marlo Morgan,"Morgan, Marlo",,"=""0060723513""","=""9780060723514""",0,3.77,Harper Perennial,Paperback,187,2004,1990,,2020/08/02,to-read,to-read (#334),to-read,,,,0,0
